Year,DNA GENERATION,LINE #,Germination 2014NACHECKED,Germination 2014 %,branch numb.2014,"stand good?1=Y. 2=bad sample, do not use lines labeled 2",Height,length,prcnt lodging bad germ lines includedNAchecked,Prcnt.Lodging,flowering time 2014,tendril length 14 node 2014,tendril length 2014,Nodes 1st flow 2014,max nodes 2014,internode length 2014,Total yield 2014,Avg.Yld.Plant 2014,Main stm.diameter 2014,Average compressed main stem thickness 2014,Tiller diameter 2014,compressed tiller thickness 2014,"white flower, 1 is white",black hilum delta=A=NO MOT,Brown mottle (rerate next year) 1=no mot,np=neo,Late,length,tall/dwf based on grnhouse data+ field 2014 ,Afila 1=YES=DELTA=A,Maturity Time,Tendril Width,Root compressed avg,"avg main, side brnch+root"
2016,,,,25,1,,27,53,,49.05660377,,,15.83333333,,,,,,1.854,0.68,,,,,,,,,,,1,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,13,2,,30.33333333,80.66666667,,62.39669421,,,18.16666667,,,,,,1.78,0.92,,,,,,,,,,,2,,,
2016,,,,24,1,,37.25,96,,61.19791667,,,18,,,,,,1.905,0.9225,,,,,,,,,,,2,,,
2016,,,,10,,,47.66666667,56,,14.88095238,,,16.16666667,,,,,,,,,,,,,,,,,,3,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,19,1.25,,15.66666667,31,,49.46236559,,,17,,,,,,2.713333333,1.256666667,,,,,,,,,,,3,,,
2016,,,,25,1.4,,39.33333333,83.33333333,,52.8,,,17.75,,,,,,1.755,0.805,,,,,,,,,,,3,,,
2016,,,,24,1.8,,50,53.66666667,,6.832298137,,,15.5,,,,,,2.204,0.83,,,,,,,,,,,3,,,
2016,,,,25,1.6,,43.33333333,91.66666667,,52.72727273,,,16.33333333,,,,,,1.84,0.6,,,,,,,,,,,1,,,
2016,,,,25,2.2,,36.5,53.5,,31.77570093,,,14.16666667,,,,,,1.748,0.628,,,,,,,,,,,2.75,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,23,1.2,,21.33333333,69.33333333,,69.23076923,,,19,,,,,,1.724,0.77,,,,,,,,,,,1,,,
2016,,,,17,1.4,,24.33333333,30,,18.88888889,,,14.16666667,,,,,,2.102,0.91,,,,,,,,,,,1,,,
2016,,,,23,1.6,,36.66666667,39,,5.982905983,,,12.75,,,,,,2.2825,1.1125,,,,,,,,,,,1,,,
2016,,,,23,1.4,,35.33333333,60,,41.11111111,,,17.5,,,,,,1.892,0.866,,,,,,,,,,,1,,,
2016,,,,24,1,,18.33333333,60.66666667,,69.78021978,,,13.5,,,,,,1.975,0.85,,,,,,,,,,,1,,,
2016,,,,24,,,,,,,,,12,,,,,,,,,,,,,,,,,,2,,,
2016,,,,25,1,,42.5,45,,5.555555556,,,15.5,,,,,,2.164,0.872,,,,,,,,,,,1,,,
2016,,,,24,1.4,,41,42,,2.380952381,,,18,,,,,,1.972,0.87,,,,,,,,,,,1.5,,,
2016,,,,25,1.4,,37.5,38,,1.315789474,,,16,,,,,,2.2025,1.0725,,,,,,,,,,,1,,,
2016,,,,24,1.2,,37.66666667,39.66666667,,5.042016807,,,18,,,,,,2.148,0.79,,,,,,,,,,,1.5,,,
2016,,,,24,1,,33,35,,5.714285714,,,15.33333333,,,,,,2.288,0.856,,,,,,,,,,,1,,,
2016,,,,25,1.4,,43.33333333,45,,3.703703704,,,16.75,,,,,,2.096,0.76,,,,,,,,,,,1,,,
2016,,,,19,2,,38.33333333,57,,32.74853801,,,14,,,,,,1.826666667,0.81,,,,,,,,,,,1,,,
2016,,,,22,1.5,,40.5,79.5,,49.05660377,,,16,,,,,,1.7275,0.8125,,,,,,,,,,,2,,,
2016,,,,24,2.2,,42.5,71.5,,40.55944056,,,16,,,,,,1.706,0.958,,,,,,,,,,,2,,,
2016,,,,22,1.8,,42,58,,27.5862069,,,15.83333333,,,,,,1.678,0.95,,,,,,,,,,,1,,,
2016,,,,17,1.25,,37.5,57,,34.21052632,,,13.75,,,,,,1.8,0.763333333,,,,,,,,,,,2.5,,,
2016,,,,22,1,,22.5,52,,56.73076923,,,14,,,,,,1.768,1.062,,,,,,,,,,,1.5,,,
2016,,,,20,1.8,,35.33333333,74.33333333,,52.46636771,,,13.66666667,,,,,,1.66,0.934,,,,,,,,,,,2,,,
2016,,,,24.42857143,1.233333333,,39.16666667,40.77777778,,3.952050606,,,15.94047619,,,,,,2.145083333,0.870083333,,,,,,,,,,,1.285714286,,,
2016,,,,20.85714286,1.65,,36.95238095,64.19047619,,41.90835036,,,14.75,,,,,,1.73802381,0.898547619,,,,,,,,,,,1.714285714,,,
